step,x,y,z,qx,qy,qz,qw,trans_norm
22,-0.022117157,-0.016638769,-0.008349845,0.070436604,-0.073349565,-0.031986926,0.99430144,0.028909119
23,-0.030785551,-0.008450032,-0.014617232,0.06438359,-0.10449334,-0.070320785,0.9899449,0.03511149
24,-0.014196411,-0.00048852497,-0.005912709,0.017090838,-0.04746271,-0.028231591,0.9983277,0.015386255
25,-0.019476682,0.0032711136,-0.008647157,0.019102493,-0.060351454,-0.031136347,0.9975086,0.02155956
26,-0.008514478,0.001986696,-0.0019071932,0.015645862,-0.02191144,-0.010741229,0.9995798,0.008948781
27,-0.0018286078,0.00038509845,0.0005846287,0.0076793144,-0.0037604605,-0.0021667625,0.9999611,0.0019580342
28,-0.001759325,0.0018777786,0.002396541,0.008930451,-0.000939784,-0.005824704,0.9999427,0.0035163455
29,-0.0006225858,0.0016928527,0.0013569472,0.0011592667,-4.855635e-07,-0.0024143844,0.9999964,0.0022571373
30,-0.00065724604,0.0065208455,0.0035193823,-0.008959552,-0.0015407829,-0.0010805614,0.9999581,0.007439049
31,0.00041242578,0.02052839,0.00835049,-0.044739332,-0.0005997334,0.0024514662,0.9989955,0.02216564
32,0.0004601631,0.029248718,0.0078872135,-0.083884366,0.0028158585,0.0091350805,0.9964296,0.030296987
33,0.00489986,0.08746785,0.020216912,-0.267199,0.014128318,0.033991914,0.962938,0.08990749
34,0.00806608,0.044539228,0.058655765,-0.17620969,0.005857707,0.03663058,0.9836534,0.07408983
35,0.0050766347,-0.0020186745,0.034653954,-0.039870854,0.0005013471,0.008079106,0.99917203,0.03508196
36,0.012022505,-0.02179793,0.0660407,-0.034002718,0.0057812887,0.007028533,0.9993803,0.07057666
37,0.004763619,-0.016890885,0.028242918,-0.003205632,0.0008928948,0.0030802852,0.99998975,0.033251412
38,0.0062557086,-0.035681482,0.051013373,0.0034056427,-0.017577073,0.008370736,0.9998047,0.06256729
39,0.010654136,-0.026184045,0.046011202,-0.004194399,-0.016065288,0.008108969,0.9998293,0.05400135
40,0.0067453072,-0.009933257,0.017270388,0.0017974622,0.008907327,0.004359908,0.9999492,0.02103414
41,0.005325009,-0.009542994,0.019998962,0.0053880448,0.026966909,0.011379667,0.999557,0.022789974
42,-0.0067057866,0.0091127865,-0.0012377613,0.005710847,0.012094099,0.0019850812,0.99990857,0.011381674
43,-0.0066309115,0.010781852,-0.009834513,0.0019423481,0.00698103,0.0020120186,0.99997175,0.01602919
44,-0.017368449,0.025991827,-0.043424632,0.019083986,0.01801205,0.02840875,0.9992519,0.05350642
45,0.011357526,0.017464494,-0.07038831,0.048275463,0.061353758,0.09276251,0.992623,0.07340651
46,0.01498209,0.002562501,-0.037793495,0.02202757,0.011454033,0.03292054,0.99914956,0.04073546
47,0.027081693,0.011554075,-0.07471514,0.018556936,-0.024923543,-0.00042005625,0.999517,0.08030733
48,0.0114767905,0.008451866,-0.032553766,-0.0004299116,-0.01303724,-0.01746842,0.9997623,0.035537284
49,0.027462607,0.019292913,-0.05433452,-0.018090155,0.012193452,-0.02208587,0.99951804,0.06386432
50,0.03030452,0.016814983,-0.039326183,-0.020281803,0.03476632,0.010831868,0.9991309,0.05241809
51,0.014362094,0.0072605577,-0.015241992,-0.0032181868,0.009698097,0.0039945743,0.9999398,0.022165373
52,0.019856015,0.025808323,-0.01774501,-0.043507982,-0.008104721,-0.051526025,0.99769056,0.03708391
53,0.005387569,0.052667253,0.0064510126,-0.12713927,-0.027069155,-0.09031207,0.98739386,0.053333677
54,0.001076353,0.022267278,0.015997693,-0.059843503,0.007960532,-0.015020651,0.998063,0.027439322
55,-0.00857917,0.027702717,0.044104878,-0.07675492,0.015779614,-0.003254699,0.9969198,0.05278525
56,-0.007374412,0.002723826,0.02631477,-0.0134759415,0.0075329873,-0.009802104,0.99983275,0.027463946
57,-0.018093936,-0.008583454,0.054036584,0.0018995125,0.0034117536,-0.01934294,0.9998053,0.057628278
58,-0.019168096,-0.017460546,0.051202405,0.016196905,0.00991513,-0.00047922364,0.9998195,0.057393145
59,-0.007284095,-0.007438192,0.023800671,0.0026595113,0.01612799,0.0029675725,0.999862,0.025978005
60,-0.013038195,-0.015207369,0.042298235,0.0012112474,0.028192515,-0.0025794255,0.99959844,0.0468017
61,-0.014470255,-0.017006077,0.03651809,0.0055533233,-0.0022578668,-0.0069645136,0.9999578,0.042803805
62,-0.004908654,-0.008607508,0.019941464,0.005562931,-0.007570513,-0.0021912209,0.99995345,0.022267602
63,-0.0029470366,-0.008737077,0.046775583,0.0033170946,0.00031821418,-0.0060168295,0.99997634,0.047675747
64,0.00017901386,-0.0016603792,0.022084318,0.0013151104,0.0017181985,-0.00968284,0.99995077,0.02214737
65,-0.0006082808,-0.009128851,0.028931534,0.013922766,0.00018049011,-0.01111623,0.9998413,0.03034369
66,-0.00765436,-0.013835229,0.0037357137,0.014073591,-0.024144622,0.00661727,0.99958754,0.016246796
67,-0.0034820067,-0.008334783,-0.0041737296,0.007152401,-0.0119050965,0.00892628,0.9998637,0.009950528
68,-0.005766676,-0.014375502,-0.018732125,0.014680493,-0.0149416085,0.01532679,0.9996631,0.024306422
69,-0.014399143,-0.00738635,-0.037451264,0.011274408,-0.024619428,0.008748932,0.99959505,0.04079817
70,-0.0119418735,-0.0020367776,-0.025558257,0.008211144,-0.01795886,0.008774047,0.9997665,0.028283942
71,-0.021271031,-0.007648258,-0.06180485,0.033309203,-0.03158045,0.017576447,0.9987914,0.06580875
72,-0.009557335,-0.037650105,-0.07334768,0.12574509,-0.027076432,0.03489546,0.99107885,0.08299852
73,0.0008150622,-0.038950272,-0.034712475,0.10289959,-0.008217756,0.029244656,0.99422777,0.052179918
74,0.010816654,-0.09476826,-0.06491639,0.2054589,-0.013717941,0.045295704,0.9775207,0.115378335
75,0.0033804076,-0.047153756,-0.018439509,0.07503596,-0.006274325,0.00198139,0.9971591,0.050743666
76,0.0045250077,-0.07687424,-0.025162872,0.098798044,-0.011851477,0.022288656,0.9947873,0.081014164
77,-0.0040851715,-0.060162537,-0.008218358,0.06251002,0.004389592,0.031455703,0.99753886,0.060858533
78,-0.0021407458,-0.023935447,-0.00079631363,0.02590253,0.011143543,0.013294426,0.9995139,0.024044178
79,0.0019791175,-0.04253365,0.0021236462,0.04989676,0.019199213,0.026638517,0.9982144,0.042632595
80,0.007200941,-0.02679761,0.0049268627,0.032892924,0.014930092,0.029540952,0.99891067,0.028182253
81,0.0011565272,-0.0051557105,0.0014062145,0.007648193,0.008176801,0.006355664,0.99991715,0.0054677553
82,-0.0026715577,-0.002715251,0.0028270432,0.0038186214,0.009354703,0.0038702092,0.99994147,0.0047436254
83,-0.00021506981,9.100512e-05,0.0015721349,-0.0025185323,0.0069031063,0.0030630957,0.9999683,0.0015893852
84,0.0028294616,-3.6070855e-05,0.0035163595,-0.003074963,0.0113333855,0.005963661,0.9999133,0.004513528
85,0.006022065,0.004019959,0.0024036374,-0.003008211,0.0011272257,0.00082695007,0.9999945,0.0076290765
86,0.0030524754,0.004076927,0.00050407375,-0.004205275,0.0001892712,-0.00073582557,0.9999909,0.005117913
87,0.0059911325,0.014135421,-0.001203946,-0.02218871,0.0032255899,-0.0011004447,0.999748,0.015399782
88,0.005024149,0.017895404,-0.0039640446,-0.02625302,0.0038448563,-0.0049498593,0.9996357,0.019005295
89,0.0024857372,0.008781461,-0.0018269327,-0.0137023805,-0.00016582507,-0.0041068266,0.99989766,0.009307558
90,0.0062745903,0.011963314,-0.0046496927,-0.02319211,-0.002122131,0.0009308761,0.9997283,0.014286743
91,0.0022884584,0.007317776,-0.0070215226,-0.034757998,-0.0059121954,-0.00053874054,0.99937814,0.01039657
92,-0.0035661128,0.0042288247,-0.004944595,-0.030763077,-0.01175107,-0.010255096,0.999405,0.0074195107
93,-0.017930098,0.01059849,-0.020733645,-0.06425878,-0.048946388,-0.056845922,0.99510986,0.029388782
94,-0.009108673,0.0027778654,-0.013256478,-0.02023637,-0.022180822,-0.030849123,0.99907297,0.016322337
95,-0.0091525335,-0.0028285477,-0.022758145,-0.028153412,-0.02746243,-0.05011392,0.99796885,0.02469216
96,0.00045433306,-0.009384912,-0.017361347,-0.016579598,-0.012898645,-0.05310676,0.99836785,0.019740805
97,0.0026127044,-0.003102657,-0.005108584,-0.0090682665,-0.0067066164,-0.023496956,0.99966025,0.006523062
98,0.010330613,0.0063434667,-0.0010754131,-0.02943565,-0.011610911,-0.051091723,0.99819255,0.0121703595
99,0.010058749,0.023841579,0.007089285,-0.04147402,-0.00073906884,-0.03536301,0.9985133,0.026830155
100,0.0025576514,0.011053831,0.004017573,-0.011675777,0.00797816,-0.004376648,0.99989045,0.012036182
101,0.006496773,0.022857584,0.0033496718,-0.016555242,0.020878486,0.013443118,0.9995546,0.023997866
102,0.0066858665,0.014694093,0.0006326678,-0.01653503,0.011732076,0.022499468,0.9995413,0.016156035
103,0.012811492,0.034880783,-0.0010117374,-0.044565532,0.019616773,0.051308144,0.9974952,0.037172936
104,0.008564798,0.03127367,6.4512315e-06,-0.032580156,0.005866968,0.04265199,0.9985414,0.032425273
105,0.0043686447,0.009439898,0.0019565534,-0.00884515,0.0032470936,0.02206426,0.99971217,0.010584178
106,0.004109343,0.00091610255,0.015419913,-0.024354523,0.0076974058,0.054485984,0.9981878,0.015984356
107,-0.0029161118,-0.010260857,0.016335187,-0.023614548,0.0050288304,0.0434256,0.9987649,0.01950967
108,-0.006735099,-0.006068952,0.0056674005,-0.01072491,-0.0016317023,0.011459299,0.9998755,0.010691734
109,-0.01711822,-0.012870389,0.0047583217,-0.018538214,-0.008893144,0.012854112,0.999706,0.02193905
110,-0.014873386,-0.006737718,-0.0044789864,-0.028696436,0.0017788868,-0.010857668,0.99952763,0.016931502
111,-0.005197638,-0.0021521128,-0.0059413062,-0.017911386,0.0062636603,-0.01252958,0.99974144,0.008182063
112,-0.007350565,-0.004118949,-0.017510833,-0.04402449,0.010204259,-0.032590296,0.9984466,0.019432597
113,-0.0026078303,-0.0028873475,-0.011180417,-0.03024613,-0.0022861136,-0.012507592,0.9994616,0.011838044
114,-0.003624869,-0.015166155,-0.022716433,-0.039241742,-0.022551946,-0.0023726549,0.9989724,0.02755337
115,0.0037507273,-0.020971118,-0.010020907,-0.00729881,0.008796583,0.0062462725,0.9999152,0.02354303
116,0.003580615,-0.011707031,0.0034674443,0.0036641671,0.020923665,0.0064217825,0.9997537,0.012723937
117,0.0048082448,-0.02187626,0.01667797,0.0071356716,0.052852493,-0.009232757,0.99853414,0.0279257
118,-0.0027168556,-0.011825841,0.013481376,-0.015796958,0.030490058,-0.0033294873,0.99940467,0.018137787
119,-0.0055318903,-0.00376611,0.0033468779,-0.0076499092,-0.00278919,-0.0007587088,0.99996656,0.0074824453
120,-0.01130109,-0.004044468,0.004406478,-0.007712821,-0.015107239,0.003655953,0.99984944,0.012786297
121,-0.004917509,-0.00066120626,0.0028430952,0.004130773,-0.007601771,0.0020022036,0.99996054,0.0057185907
122,-0.005789611,0.0018384561,0.008895548,0.020616075,-0.0023703245,-0.0032047604,0.9997795,0.010771736
123,-0.00020262712,0.008623696,0.011470714,0.021620527,0.009945942,-0.008824545,0.99967784,0.014352228
124,-9.085361e-05,0.0065131425,0.005636197,0.007820182,0.0032254595,-0.0065376884,0.99994284,0.008613709
125,-0.0018489171,0.012526781,0.010767214,0.018436376,0.0010339965,-0.009494593,0.9997844,0.01662142
126,-0.0025625725,0.009767904,0.009724534,0.026408212,-0.003517209,-0.0061693047,0.99962604,0.014019461
127,-0.00035080686,0.0048950533,0.0049899146,0.00973187,-0.00047550973,-0.004576591,0.99994206,0.0069988472
128,0.0005517926,0.008657067,0.010402627,0.010858854,0.0015228251,-0.0056426134,0.99992394,0.013544886
129,0.0004218652,0.0036375283,0.005032726,0.0040184474,0.0033258628,-0.0029412217,0.99998206,0.006223979
130,-0.000104140316,0.008276825,0.009960794,0.0035059256,0.0068848496,-0.007983834,0.9999383,0.012951219
131,-0.0011023385,0.007875459,0.010230489,0.00804797,0.0058992472,-0.009318164,0.9999068,0.012957659
132,-0.00053300976,0.0025320791,0.004833003,0.0072873547,0.0021545533,-0.0037065786,0.99996424,0.005482102
133,-0.0044273413,-0.0069731097,0.0069891983,0.058020808,-0.01323978,-0.017743634,0.9980699,0.010820097
134,-0.008953217,-0.027705219,-0.0030998385,0.14153348,-0.031067643,-0.03480358,0.98883355,0.02928051
135,-0.0021289866,-0.011703877,-0.00063652487,0.05628594,-0.0074144523,-0.01173899,0.99831814,0.011912954
136,-0.0031134216,-0.010173201,-0.0015496764,0.052166425,-0.013054897,-0.014113641,0.9984533,0.010751228
137,-0.002033035,1.828965e-05,-0.0015921996,0.009090375,-0.010136043,-0.007311258,0.99988055,0.002582376
138,-0.00035580268,-8.851149e-06,9.703153e-05,0.0042347494,-0.0018490694,-0.0026801864,0.99998575,0.00036890243
139,0.0004759801,9.5316864e-05,0.0005661551,0.008721518,0.002016005,-0.005562838,0.99994445,0.0007457707
140,7.235629e-05,0.0005124782,9.321313e-05,0.0024948402,0.0009903382,-0.0017791141,0.9999948,0.0005258878
141,-0.0012242782,0.00046479164,-0.00096267776,0.00864216,-0.0023233227,-0.0023353293,0.9999572,0.0016253113
142,-0.0012720777,0.0003844025,-0.0010085485,0.008141771,-0.0027949186,-0.00088773906,0.99996257,0.0016682677
143,-0.00037844892,0.0006012671,-0.00025495348,0.001316518,-0.00065969786,0.00026886573,0.99999887,0.0007548159
144,-0.00030207215,0.0015140396,-0.00070562214,0.00043904374,0.00085421733,0.0008765003,0.99999917,0.0016974881
145,-0.0009638729,0.004284749,-0.0015203056,-0.013204268,-0.00088885525,0.0053295586,0.9998982,0.0046475213
146,-0.0015189913,0.008385327,-0.00041645576,-0.036106028,-0.00012502527,0.012722579,0.999267,0.008531967
147,0.002864107,0.034117892,0.0006130089,-0.15302108,0.021996485,0.047348693,0.9868429,0.034243386
148,0.00047009718,0.014238423,0.0027979966,-0.06712678,-0.0049840068,0.0264553,0.9973812,0.0145183485
149,-0.010377802,0.023547968,-0.004423762,-0.08727729,-0.045668375,-0.0004936233,0.99513656,0.026110826
150,-0.009027983,0.019002764,-0.00373278,-0.052160483,-0.024869902,-0.0213335,0.998101,0.02136687
151,-0.00085267675,0.0030272861,0.0015172758,-0.006969297,0.002388843,-0.0020215248,0.9999708,0.00349194
152,0.011989882,-0.007968833,0.006364183,0.02355027,0.038330123,0.02336202,0.9987144,0.01574047
153,0.012829866,-0.015416542,0.00520751,0.04761312,0.030178184,0.024027359,0.9981207,0.02072181
154,0.0017443565,-0.004950988,0.0010998999,0.017558765,0.004639778,0.005234093,0.99982136,0.0053632865
155,0.0035710419,-0.005798545,0.0015319713,0.020721288,0.019411461,0.017203115,0.9994488,0.0069801435
156,0.0057229484,-0.005631155,0.0041884566,0.010809799,0.02133156,0.017956294,0.9995527,0.009055673
157,0.0020156177,-0.0024571726,0.001803336,0.004438224,0.005329445,0.003518427,0.9999698,0.0036540981
158,0.0018841708,-0.0026493454,0.0016051645,0.005171412,0.005162118,0.002550478,0.9999701,0.0036256977
159,0.00018352865,-0.0006633909,0.00030287748,0.0017403413,0.0022441107,0.0008504013,0.9999956,0.0007520007
160,0.00034573628,-0.00038849536,0.00063445943,0.0011854653,0.0036008428,-0.00020525084,0.9999928,0.0008203664
161,0.0009850787,0.00075941987,0.0007572148,-0.0023887346,0.002365631,-0.00014550831,0.99999434,0.0014561843
162,0.0005529361,0.00047138738,0.00052609656,-0.0017604795,0.0015776987,-0.00016472406,0.9999972,0.000897063
163,0.00052816747,0.0009711826,0.00079058047,-0.0025790618,0.0034858247,-0.0004128838,0.9999905,0.0013591078
164,-1.4360404e-05,0.0013129596,0.0003301877,-0.0018506693,0.00068812957,-0.0015093654,0.9999969,0.0013539176
165,0.00028839984,0.0007529632,0.00037763602,-0.0010163073,0.00074591406,-0.0010609766,0.9999986,0.00089035777
166,0.00049315055,0.0017509302,0.0006874824,-0.0036426177,0.0015686267,-0.0016467953,0.99999076,0.00194463
167,7.899592e-05,0.0007757118,0.0002280107,-0.0016687778,0.00035065223,-0.0005989728,0.9999984,0.000812378
168,-6.411783e-05,0.0014242814,0.0003589783,-0.0030625758,0.00010007975,-0.0010454367,0.99999475,0.0014702225
169,0.0001158141,0.001589029,0.00093921873,-0.0044872393,0.0002448358,-0.001176999,0.9999892,0.001849475
170,0.00012706533,0.0011557097,0.0006544153,-0.00375311,0.0004524896,-0.0009154673,0.99999243,0.0013341926
171,0.00054629915,0.0025934882,0.0016710946,-0.0092501715,0.0011228621,-0.00096240174,0.99995613,0.003133238
172,-8.603797e-05,0.0018185682,0.0014296815,-0.006186723,-0.0007252804,0.0012046677,0.99997985,0.0023148612
173,-9.7218646e-05,0.00044113712,0.00042038504,-0.0012454131,-0.0005666627,0.00021536226,0.99999905,0.0006170713
174,-0.00033714992,0.00030778642,0.00062619604,-0.0020842568,-0.00064791995,-0.0006640395,0.9999974,0.00077493483
175,-0.00031815522,-0.00019377888,0.00012896511,-0.0011868733,-0.0005637924,0.00044976742,0.99999905,0.0003942144
176,-0.0012618387,-0.0010741219,1.4547319e-06,-0.0006513409,-0.0030269753,0.0020282408,0.99999315,0.0016570989
177,-0.0016213697,-0.0013142654,-6.875861e-05,0.0021779956,-0.0041256067,-0.0013452492,0.9999882,0.0020882676
178,-0.0013402677,-0.0002978409,-0.0002971252,0.0009466143,-0.0033141058,-0.0023872876,0.99999124,0.0014047456
179,-0.0031259162,0.0037200507,-0.0013350256,-0.012569336,-0.0075839492,-0.007851442,0.9998614,0.0050390894
180,-0.0021677336,0.009809116,-0.0018599874,-0.035851076,-0.0043237284,-0.011614362,0.9992803,0.010216525
181,-0.0017064204,0.0050256927,-0.0011383994,-0.019200915,-0.005555308,-0.0066714617,0.999778,0.0054282052
182,-0.006401195,0.0071137385,-0.002624301,-0.02684065,-0.023756785,-0.00803722,0.9993251,0.009923081
183,-0.0055782064,0.009093074,-0.0033799398,-0.034306042,-0.019583266,-0.004103635,0.9992111,0.01119037
184,-0.002074062,0.005742591,-0.00092470093,-0.021154087,-0.0072956886,-0.005597663,0.9997339,0.006175286
185,-0.0068148803,0.010285426,-0.0009643274,-0.03426448,-0.028003246,-0.01268119,0.99893993,0.012375884
186,-0.0035780482,0.0034449094,-0.0006712007,-0.010154231,-0.013977953,-0.0037892545,0.99984354,0.0050120195
187,-0.0026468858,0.003488987,-0.00083759724,-0.009020208,-0.009696859,0.00046920002,0.9999122,0.004458767
188,0.002739703,-0.0056550186,0.0006435415,0.02647605,0.011951154,0.006015682,0.9995599,0.0063165934
189,0.0025589028,-0.0075285393,0.00028589502,0.03108752,0.009162014,0.0015314479,0.9994735,0.0079566715
190,0.004772973,-0.01736262,-0.0006954538,0.06940948,0.015106802,-0.0008814663,0.9974735,0.018020142
191,0.0016231124,-0.011506462,1.3219492e-05,0.04426329,0.0052050166,-0.0043817363,0.99899673,0.011620384
192,-0.0009235759,-0.005076301,0.00041937237,0.01763128,-0.0034438546,-0.008909222,0.99979895,0.005176649
193,-0.011437098,-0.017822148,-0.004758578,0.06851849,-0.0406013,-0.031916358,0.99631226,0.021704383
194,-0.0092520155,-0.012655882,-0.007202107,0.050122287,-0.030042185,-0.0158827,0.9981648,0.017252289
195,-0.014828243,-0.018501466,-0.014461987,0.07698306,-0.04023888,-0.023371702,0.9959459,0.02777283
196,-0.0050993096,-0.006190936,-0.008313489,0.034272626,-0.0077896696,-0.016503522,0.9992459,0.011551829
197,-0.000680413,-0.001171215,-0.003042969,0.010013918,-0.00090263755,-0.008341921,0.99991465,0.0033308207
198,-0.0010758009,-0.0009546343,-0.004369685,0.010205744,-0.0035414132,-0.012090925,0.9998686,0.0046003065
199,-0.0011734214,-0.0015489114,-0.003402775,0.005549764,0.0006280432,-0.006453788,0.9999636,0.0039185355
200,-0.0003480608,0.00058635377,-0.00085362635,-0.0022584891,-0.00048361722,0.0010567617,0.9999968,0.001092536
201,0.0004957017,0.001092508,-0.0005739817,0.0010849515,0.001379667,-0.001708821,0.999997,0.0013299432
202,-0.001082886,-0.0006720128,0.00016151367,0.00949717,-0.0035854352,-0.008206517,0.9999148,0.0012846517
203,-0.00060398696,0.00018800469,0.00031476025,0.003891998,-0.00087271444,-0.002839853,0.999988,0.00070655503
204,-0.00036511346,0.00170004,0.00064764364,0.0037688743,-0.00047738638,-0.0033629732,0.9999871,0.0018555016
205,0.00049620174,0.00103224,0.00011546194,-0.0005205197,0.00030871519,-0.0014197417,0.9999988,0.0011511155
206,0.0006273833,0.0011198404,-0.00042341888,-0.0027071917,-0.00015349063,-0.0022660713,0.99999374,0.001351642
207,0.00021034242,-0.00039319837,-0.0014453252,0.0017878556,0.002701493,0.000263146,0.9999947,0.0015125521
208,-0.00046376744,-0.0022247622,-0.0012314961,0.0108403675,-0.00056440925,-0.00349687,0.999935,0.0025848076
209,-0.00041131006,-0.0039598495,-0.002037539,0.022436865,-0.0014195279,-0.009638556,0.9997008,0.004472264
210,0.00052102364,0.0021418775,-0.00030508955,-0.0031819567,0.0019345201,0.0015663713,0.99999183,0.0022253506
211,4.1563606e-05,0.0017585941,0.0004058687,-0.003482366,0.00035284372,0.0016778765,0.9999925,0.0018053005
212,0.00033527505,0.002779737,0.00080256,-0.0017659914,0.0027749632,0.0006011462,0.9999944,0.0029126364
213,0.00035391573,0.0016402871,0.00025347536,-0.0009761846,0.002209965,0.0008529352,0.9999967,0.0016970704
214,5.0286788e-05,0.0071762344,0.0008719549,-0.023868455,0.002525858,0.010399749,0.9996578,0.007229189
215,0.0013804298,0.02151548,2.0252086e-05,-0.09163801,0.011911748,0.030466327,0.99525493,0.021559728
216,-0.00095082185,0.011329573,0.0002529606,-0.05226308,-0.0018639733,0.023916053,0.9983452,0.011372214
217,-0.0033351176,0.015731351,-0.0023533637,-0.08010173,-0.0053501534,0.030616712,0.996302,0.016252285
218,0.00080968754,0.011302541,-0.008298772,-0.040815324,0.011345283,0.031212792,0.9986146,0.014045378
219,0.00079651794,0.005670978,-0.00616063,-0.009597846,0.0015442049,0.012377027,0.99987614,0.008411171
220,0.002509226,0.012741161,-0.016541775,-0.008291537,-0.0013076632,0.020659057,0.9997513,0.021030067
221,0.0031089298,0.007772709,-0.014966437,0.00070821354,-0.008427679,0.0131591065,0.99987763,0.017148606
222,0.0026039504,0.0021775495,-0.0058374777,0.00048583528,0.0010271312,0.007801827,0.99996895,0.0067526605
223,0.0023609838,0.003411242,-0.0073888544,-0.0054880385,0.006802054,0.014669266,0.9998542,0.0084738415
224,-0.0014352517,6.192161e-05,-0.0018111379,-0.0023923465,0.0017365996,0.0036043888,0.99998915,0.0023117098
225,-0.0040958337,-0.005827794,0.003200424,-0.008525596,0.0068640676,0.0011351882,0.99993944,0.007809081
226,-0.0019702327,-0.016389713,0.012471877,-0.015673282,0.021738585,0.0073342803,0.99961394,0.020689422
227,-0.0033655532,-0.013019695,0.008897946,-0.00538206,0.004446376,0.003370363,0.99996996,0.016124915
228,-0.010391961,-0.033300303,0.024978597,-0.008736027,0.0028710456,0.0025762748,0.9999544,0.042904932
229,-0.007911843,-0.037630416,0.032090716,-0.012212548,0.017355336,0.008501324,0.99973863,0.050084524
230,-0.0036934537,-0.019991407,0.017381933,-0.0075417636,0.008369985,0.0033674284,0.99993086,0.026747515
231,-0.0052485033,-0.04184948,0.033519678,-0.006295481,0.006214301,0.00041995526,0.9999608,0.053874806
232,-0.0022888805,-0.02175231,0.01604963,0.009330455,-0.004764621,0.002769314,0.9999413,0.027129183
233,-0.003339873,-0.03709353,0.030363582,0.014683555,-0.012873337,-0.008820719,0.9997704,0.04805239
234,0.0017802283,-0.028837372,0.024431333,0.014252597,-0.0010962066,-0.016440624,0.99976265,0.037837196
235,0.0021076489,-0.012004694,0.008961865,0.009944683,0.0002750364,-0.008612675,0.9999134,0.015128447
236,0.0037982173,-0.020673178,0.015862254,0.017921142,0.0013018689,-0.006654282,0.9998164,0.02633283
237,0.005654501,-0.015525494,0.011401499,0.024081428,0.0045431126,0.0043567927,0.9996902,0.020075072
238,-6.4795706e-05,-0.014336685,0.0010392538,0.05536089,-0.003345799,-0.006517272,0.99843955,0.014374449
239,-0.0066846586,-0.039254826,-0.018080777,0.1911598,-0.010380944,-0.025480375,0.9811732,0.043732602
240,-0.006178817,-0.020897927,-0.013099982,0.092791654,-0.007106749,-0.012558373,0.995581,0.025426574
241,-0.016219314,-0.029220983,-0.032988176,0.11382827,-0.010993685,-0.015001986,0.9933263,0.046959043
242,-0.01805388,-0.017340278,-0.038537987,0.02753143,-0.008331523,9.444455e-05,0.9995862,0.045954373
243,-0.008445995,-0.0066909464,-0.023268411,0.0012400215,-0.0048557157,0.0043595466,0.99997795,0.025642203
244,-0.012532647,-0.010133233,-0.05515356,-0.0037871483,-0.0108015165,0.0038479317,0.9999271,0.057460114
245,-0.005265868,-0.004533686,-0.060953707,-0.010853118,-0.0017967666,-0.044586405,0.99894494,0.061348498
246,0.002634681,-0.00043836434,-0.03159554,-0.01848866,0.005127518,-0.028368963,0.9994134,0.03170823
247,0.009391023,0.0015142091,-0.05783075,-0.055742174,-0.01944139,-0.018086653,0.99809206,0.058607846
