frame,x,y,z,qx,qy,qz,qw
17,-2.247915,-2.302012,-0.31475,-0.8279827882038828,-0.04261100201049255,0.5422974701335355,-0.13616996303353054
18,-2.25768,-2.28177,-0.127084,-0.7892258619509245,-0.08129483199494494,0.5970685039628731,-0.11841828699263653
19,-2.200306,-2.251225,-0.035975,-0.740191359123291,-0.15197552902531403,0.6498512481082435,-0.08193623001364782
20,-2.198216,-2.25669,-0.004094,-0.7329555571427391,-0.19383855803774896,0.6476564421261275,-0.0757885060147594
21,-2.253761,-2.307286,-0.040054,-0.7521528611532071,-0.35411065707212935,0.48312006909840743,-0.2747120580559565
22,-2.264929,-2.226981,-0.017538,-0.6901410350836309,-0.41720754705055696,0.44439048005385096,-0.39007732004726936
23,-2.12616,-2.023558,-0.02954,-0.6076168939720689,-0.5399349189751801,0.317674631985397,-0.4882159579775575
24,-2.015312,-1.950065,-0.006652,-0.5042003669995807,-0.6163428319994873,0.22361621699981402,-0.5620491889995325
25,-1.782086,-1.907575,-0.000213,-0.20825973405354128,-0.7470207071920508,0.0042467740010917986,-0.6313239351623064
26,-1.571141,-1.856318,0.001947,-0.03721372699972647,-0.7728332489943195,-0.10316851099924168,-0.6250601299954056
27,-1.514596,-1.850482,0.008404,0.026448082004468382,-0.7718348291304008,-0.16667703802815992,-0.6130173411035688
28,-1.509852,-1.874709,0.006667,0.038085408012834235,-0.7589235112557463,-0.1970715560664103,-0.6194734922087537
29,-1.391655,-1.851613,-0.009185,0.09791850302064146,-0.7852694391655367,-0.20877773304401087,-0.574609200121129
30,-1.327966,-1.846163,-0.027094,0.09814811896000226,-0.8030698956727296,-0.21992179591037653,-0.5450505417778787
31,-1.324911,-1.850292,-0.02889,0.07838492300726967,-0.808760252075007,-0.18998224801761954,-0.5510620690511072
32,-1.411208,-1.968412,0.002244,-0.20615629698434948,-0.7430560379435903,0.13661504198962876,-0.6218549959527915
33,-1.670382,-2.033485,0.008687,-0.4226550549619559,-0.6366025119426979,0.300092669972988,-0.5710029209486028
34,-1.942838,-2.060666,-0.009446,-0.5767372521647891,-0.5466513761561927,0.3246032810927477,-0.5130098681465804
35,-2.059726,-2.15649,-0.038626,-0.6706219869283121,-0.46830541094993927,0.3532618309622372,-0.454050956951463
36,-2.108766,-2.212707,-0.05598,-0.7100714220020647,-0.42956069600124913,0.34865917100101385,-0.43556052000126655
37,-2.114053,-2.184145,-0.039139,-0.7229914210596063,-0.3921762890323326,0.3701440660305162,-0.43182697203560155
38,-2.113587,-2.179511,-0.028935,-0.7255298961426826,-0.3792673910745867,0.387353747076177,-0.4239335920833708
39,-2.157026,-2.189571,-0.024405,-0.7452475327576201,-0.3008836089021424,0.4576634888511522,-0.38028844287631725
40,-2.227428,-2.072777,-0.009569,-0.7808284681457796,-0.0822224360153508,0.6011732301122381,-0.14878548902777802
41,-2.231045,-1.955697,-0.006711,-0.7835565059485492,-0.04284922099718638,0.6070681859601379,-0.12518531799177993
42,-2.209346,-1.922356,-0.01229,-0.7875347369765116,-0.12871217799616114,0.545945001983717,-0.2552768459923863
43,-2.200916,-1.980641,-0.025009,-0.7802329919220417,-0.1950605259805102,0.478908769952149,-0.35190092296483916
44,-2.221313,-1.996377,-0.031046,-0.7924735029512907,-0.14892806599084615,0.4857914419701409,-0.3373616059792641
45,-2.229073,-1.87323,-0.02572,-0.8111099109370251,0.0014869059998845562,0.5682184059558832,-0.13865909498923448
46,-2.175161,-1.672721,-0.010093,-0.779880821232892,0.12250037003658168,0.6136780711832598,-0.013371199003992976
47,-2.131087,-1.466491,-0.014214,-0.7340000551789729,0.32566964407940874,0.5794779251412954,0.13924272403395188
48,-2.108311,-1.265698,0.001287,-0.6299922427420714,0.4615086538110513,0.5344981167811683,0.323158319867694
49,-1.964144,-1.100367,0.012047,-0.5201126429938985,0.5423243819936379,0.46429524499455327,0.4688251579945001
50,-1.781545,-0.914731,0.023242,-0.42365668819822916,0.5995412612805257,0.3623288441695338,0.5742674422687
51,-1.636097,-0.723714,0.031122,-0.3586070137743046,0.6373667605988624,0.3063706048071805,0.6093452836164982
52,-1.425992,-0.622678,0.024655,-0.3179734871450616,0.6603027333012343,0.29732577313564196,0.6119563272791785
53,-1.229939,-0.489675,-0.014643,-0.33559360916503106,0.7297209193588465,0.3479663701711155,0.4835325372377813
54,-1.00325,-0.353684,-0.023076,-0.2733305700771371,0.7816067932205787,0.31632356408927026,0.4629477541306493
55,-0.787612,-0.335225,-0.027884,-0.2314555839787993,0.7934008529273266,0.2918529399732671,0.48142004595590326
56,-0.583466,-0.314244,-0.027592,-0.20607367099217758,0.8011470009695889,0.2577407159902163,0.49926630998104815
57,-0.374725,-0.295255,-0.014862,-0.13501275397726495,0.8013695458650558,0.20761922396503857,0.5444930349083118
58,-0.172324,-0.377591,-0.023388,-0.09418131301357503,0.7739007661115479,0.16894143002435075,0.6030474920869215
59,0.031066,-0.46,-0.036451,-0.034742663987586866,0.7875591597186146,0.132769685952563,0.6007626217853547
60,0.192619,-0.497831,-0.028299,0.015581347008054353,0.7865117774065657,0.11598586705995574,0.6063857883134546
61,0.290765,-0.590437,-0.014892,0.014108223997553664,0.7734831168658797,0.13514213497656663,0.6190811168926527
62,0.383605,-0.720804,-0.022598,0.035862416015971676,0.7924910153529435,0.15278089406804246,0.5893469912624714
63,0.514474,-0.858978,-0.03068,0.023941456001936673,0.7993033770646573,0.1493323790120798,0.5815846960470455
64,0.597402,-1.051094,-0.041715,-0.031134668006944335,0.8060289351797781,0.20320083004532227,0.5550291981237947
65,0.738509,-1.154075,-0.066767,-0.11879049498958752,0.8083096919291484,0.27674179897574247,0.5059033869556555
66,0.828316,-1.255198,-0.053344,-0.20024690701901182,0.8023038310761723,0.30770397302921404,0.47066761504468607
67,0.788618,-1.39153,-0.051417,-0.344394797847281,0.7496298016675829,0.3836124858298902,0.4150769138159376
68,0.749845,-1.42637,-0.046843,-0.3950745690050747,0.7286476510093594,0.4128001800053024,0.3776038890048503
69,0.734892,-1.389025,-0.053262,-0.4060753809952028,0.7303788969913716,0.40718091299518966,0.3685826309956457
70,0.744349,-1.351921,-0.068372,-0.39836953400444813,0.7536851200084155,0.39029294300435796,0.34775260300388294
71,0.745431,-1.326315,-0.076805,-0.3970531209279751,0.7618927598617936,0.39766251292786453,0.3220757169415759
72,0.759017,-1.312695,-0.080183,-0.38807467289017583,0.7642213597837273,0.39928532788700327,0.32547655590789093
73,0.775483,-1.312878,-0.080522,-0.375976357934067,0.768158437865292,0.3998914029298731,0.3296380719421931
74,0.782195,-1.313474,-0.081456,-0.369751215089226,0.7704192011859127,0.4033434080973322,0.3271886130789551
75,0.787968,-1.320627,-0.081987,-0.36075204995225696,0.7742088618975389,0.4046207919464513,0.326711816956762
76,0.794813,-1.32428,-0.084324,-0.3511496661113147,0.7776349532465108,0.4120637941306245,0.31965797510133176
77,0.794855,-1.326006,-0.086158,-0.35051800206300465,0.7807619591403399,0.41032958107375567,0.3149246390566069
78,0.790795,-1.326123,-0.087658,-0.3541067001779046,0.7811413133924484,0.40756011520475977,0.31356250715753503
79,0.78973,-1.331462,-0.087396,-0.3498142270059404,0.7824028460132865,0.4094630400069533,0.31275519500531107
80,0.792634,-1.335023,-0.084471,-0.3384789391225009,0.784994544284102,0.41188184714906656,0.3155454281142009
81,0.792622,-1.332097,-0.083798,-0.3420356151356315,0.7840674093109158,0.41132484316310763,0.314740860124808
82,0.796298,-1.333838,-0.082881,-0.3405280621023754,0.7823685832352091,0.4143059951245558,0.31668688209520784
83,0.796926,-1.331449,-0.084585,-0.34349163987598785,0.7832491967172205,0.41163477785138586,0.3147872278863511
84,0.799697,-1.334962,-0.085734,-0.3343096388974862,0.7864089727588531,0.41610152387240534,0.3108979169046653
85,0.796472,-1.333625,-0.082166,-0.33861933391209936,0.7791354117977478,0.42383508088997857,0.3140840349184683
86,0.787937,-1.329094,-0.081421,-0.34788942112368937,0.7766657352761375,0.4206231001495493,0.314387490111778
87,0.783454,-1.327042,-0.084697,-0.35321527913199124,0.7803027932915875,0.41176428715387015,0.3111538031162735
88,0.782862,-1.323006,-0.085831,-0.35500338699816225,0.7807419839959584,0.41328323499786057,0.3059599929984161
89,0.773177,-1.317291,-0.081895,-0.370217169850777,0.7716325366889791,0.4168629868319756,0.30618250387658746
90,0.763026,-1.300298,-0.08182,-0.39279786415351003,0.7589388312966023,0.4277509531671701,0.2945349051151077
91,0.780209,-1.293109,-0.080576,-0.4032170679399839,0.7473088138887682,0.4299866259359994,0.3066871929543517
92,0.741111,-1.2487,-0.060017,-0.4676611269462033,0.6908846329205252,0.45306057794788285,0.31417766796385904
93,0.69746,-1.232763,-0.035815,-0.6149070737842276,0.5239122768161579,0.5453826588086239,0.2235239859215649
94,0.635809,-1.260224,-0.000518,-0.7072634220268516,0.2568826740097526,0.6545364380248498,0.07329253000278257
95,0.489587,-1.209735,0.008032,-0.720765085143269,0.13889052302760774,0.6782589781348198,0.034232634006804534
96,0.270751,-1.107288,0.014377,-0.7251674881918414,0.08716524802305937,0.6830047151806875,0.0062363970016498255
97,0.096782,-0.889763,0.01554,-0.7242081883608311,0.06647092703311862,0.6863082263419477,-0.009226821004597192
98,-0.131385,-0.662262,0.010023,-0.7339111490140197,0.056065242001071,0.6764153580129213,-0.026332061000503015
99,-0.342238,-0.399908,0.00512,-0.7446165069024078,0.06746602899115764,0.6628236039131278,-0.04073650299466092
100,-0.532791,-0.118398,-0.000243,-0.7571281789224883,0.02660840999727594,0.6462872379338358,-0.0914424369906385
101,-0.751606,0.06247,-0.009257,-0.768329575052974,-0.010789702000743917,0.6265636420431997,-0.13027374600898198
102,-0.937179,0.246643,-0.02762,-0.7802338056910277,-0.10050686496019931,0.5749317027723272,-0.2249157969109334
103,-1.062673,0.332526,-0.049142,-0.7816069389774095,-0.17759120099486714,0.5040749859854309,-0.32165255599070336
104,-1.116305,0.345523,-0.069552,-0.7865473440481356,-0.19071536601167152,0.4687540370286871,-0.3538934550216578
105,-1.132263,0.341564,-0.07705,-0.7931260750825906,-0.19903060702072567,0.45310441704718313,-0.3550130050369686
106,-1.142971,0.344263,-0.088876,-0.7971877617781923,-0.20092518894409506,0.44165631587711457,-0.3592498289000432
107,-1.137738,0.341662,-0.092606,-0.7905073860985423,-0.21904728302730578,0.43338417405402435,-0.37322180804652466
108,-0.953624,0.249588,-0.031765,-0.5173125710812206,-0.5434589540853257,0.2536497220398243,-0.6104931510958505
109,-0.754047,0.141138,-0.006175,-0.3923999861712345,-0.6528635012848949,0.23813864610391836,-0.6025624322629447
110,-0.565081,0.024341,0.006361,-0.3524239010580612,-0.6720339551107164,0.24851703304094275,-0.6020025260991789
111,-0.444183,-0.130359,-0.011766,-0.291063481922624,-0.729190037806153,0.1622572729568657,-0.59769265984111
112,-0.342869,-0.247297,-0.011708,-0.06299047898568796,-0.7888546488207647,-0.05171590398824965,-0.6091518758615948
113,-0.18373,-0.327219,-0.022761,0.030021857005204176,-0.7958714041379614,-0.09850742501707589,-0.596643682103426
114,-0.019784,-0.415505,-0.019171,0.0536666410014609,-0.803624096021876,-0.12405023300337686,-0.5795858380157773
115,0.124905,-0.561963,-0.023003,0.09667803702159672,-0.8092711241807815,-0.1709146460381803,-0.5536440991236775
116,0.287896,-0.605004,-0.027537,0.16443641303682688,-0.7931157441776248,-0.23052009205162688,-0.539248152120769
117,0.470646,-0.670554,-0.037538,0.160392990027331,-0.8094466591379298,-0.24593417204190723,-0.5085140880866509
118,0.555177,-0.822903,-0.051004,0.25193282003142675,-0.7885281930983631,-0.3417658170426328,-0.44491490105549986
119,0.608394,-0.986939,-0.004895,0.1571526639663535,-0.7686054878354409,-0.19446477495836495,-0.5888396178739289
120,0.641845,-1.077841,0.000399,0.07407227001501396,-0.7664187271553481,-0.11642523502359862,-0.6273442421271586
121,0.717246,-1.25299,-0.023282,0.06142281797686928,-0.7799857247062715,-0.1655772799376466,-0.6003612837739148
122,0.784714,-1.360773,0.036627,0.22711585404943996,-0.6502565091415518,-0.22307080104855942,-0.6898001731501598
123,0.9282,-1.443921,0.053169,0.25088477499246253,-0.6052679039818156,-0.22604421399320884,-0.7208409029783435
124,1.05551,-1.568756,0.062038,0.26807369490230193,-0.5671120227933188,-0.24136580791203543,-0.7404478337301476
125,1.111586,-1.628673,0.078095,0.39364426627324167,-0.4993482103466143,-0.35828161124869523,-0.6836152744745202
126,1.084027,-1.539907,0.073836,0.4760010638956312,-0.43305198490504826,-0.3828319659160596,-0.6628187168546692
127,1.063881,-1.481766,0.069635,0.48731197091699735,-0.4200042219284617,-0.35944376893877683,-0.6759612958848652
128,1.061639,-1.50141,0.080692,0.46070972706721974,-0.3984707780581388,-0.3447255590502971,-0.7142351681042103
129,1.173863,-1.601084,0.062613,0.2470955189556191,-0.6040570698915051,-0.2036308079634258,-0.7297899388689222
130,1.313224,-1.724014,0.043438,0.22529645299445888,-0.6272378479845733,-0.20197103499503255,-0.7176502569823495
131,1.494373,-1.868563,0.038889,0.2713397700373412,-0.6351167280874034,-0.24812319203414618,-0.6792910660934827
132,1.563646,-1.894848,0.04344,0.2895502490306655,-0.6328528170670238,-0.25011959602648953,-0.6731256590712891
133,1.589207,-1.898693,0.057907,0.2804318939041686,-0.6197014347882307,-0.1952002849332946,-0.7065585137585492
134,1.610131,-1.972726,0.076086,0.23898136608229895,-0.5905970042033862,-0.173898201059886,-0.7508944672585883
135,1.65882,-2.024269,0.049037,0.15411733201800268,-0.6798604630794156,-0.15166581601771634,-0.7007389520818544
136,1.681433,-1.998944,0.035212,0.16085551305555773,-0.7072302002442696,-0.13849179304783354,-0.674367089232919
137,1.708502,-1.980252,0.02871,0.11379890600772105,-0.7302940720495491,-0.0361601770024534,-0.6726163980456358
138,1.718122,-2.043239,0.025612,0.11625590501781578,-0.7330157211123319,0.0172062920026368,-0.6699824331026722
139,1.750879,-2.078456,0.044589,0.09940887200121173,-0.7021171120085585,0.07399858300090201,-0.7011944430085472
140,1.760233,-2.076573,0.066799,0.11503426105753208,-0.6453248583227462,0.11602673305802845,-0.7462310253732125
141,1.751174,-2.076364,0.078902,0.12080075793478665,-0.608055537671746,0.10482591794341055,-0.7776163365802099
142,1.745278,-2.050557,0.082122,0.14498941999304152,-0.5946274969714619,0.09003987599567871,-0.7856774329622929
143,1.760457,-2.050173,0.058364,0.07873667603155264,-0.6751103852705411,0.031552263012644126,-0.732823961293669
144,1.72388,-2.079884,-0.003476,0.06385646200666001,-0.8005866930834984,-0.12549737401308894,-0.5824377290607463
145,1.622489,-2.123214,-0.08015,0.19483952299133955,-0.8272036539632315,-0.29461733198690454,-0.4370037789805756
146,1.522808,-2.06257,-0.098785,0.3192706969425265,-0.7835119778589562,-0.4048647609271183,-0.34678484393757353
147,1.439812,-1.983114,-0.17186,0.3671662221777672,-0.7379017603572625,-0.43891221921250373,-0.3578351871732495
148,1.386278,-1.931598,-0.362055,0.39386247184853496,-0.7105170457267612,-0.4279393998354302,-0.39611330584766935
149,1.282749,-1.924069,-0.545937,0.4126520249134624,-0.6711256028592578,-0.40405529091526526,-0.4648096959025244
150,1.253107,-1.926974,-0.621734,0.38012297092916963,-0.6946730458705579,-0.3596049229329929,-0.4935789559080288
151,1.250105,-1.92909,-0.651556,0.34546929814774907,-0.7263559623106453,-0.33879704914489556,-0.4881337312087633
152,1.232407,-1.892887,-0.652303,0.4127316699715862,-0.6694906829539102,-0.4314375129702985,-0.44192359796957653
153,1.214751,-1.862003,-0.669867,0.45786251208192336,-0.6457772011155462,-0.48101180608606536,-0.37677761206741517
154,1.227884,-1.870316,-0.665118,0.43503609314226427,-0.6644817372172969,-0.4316217401411477,-0.4276801281398587
155,1.215036,-1.894771,-0.642285,0.43015122091057656,-0.649281105865022,-0.40378283291605827,-0.4799618699002215
156,1.124698,-1.892529,-0.537883,0.5519453257130552,-0.43441082677415893,-0.5292407257248589,-0.4759704247525529
157,1.049088,-1.853608,-0.23019,0.598297007290081,-0.3292539731596369,-0.54040023026201,-0.49152833423831477
158,0.963889,-1.784555,0.057164,0.5750885262561944,-0.3187499921419989,-0.5347491502382238,-0.5307682882364503
159,0.894561,-1.686609,0.081569,0.5086226360911235,-0.36140629806474855,-0.47891193708580054,-0.6175207351106333
160,0.837978,-1.605102,0.062142,0.6386036561412453,-0.21990008204863712,-0.5930989771311806,-0.43824984609693135
161,0.806142,-1.491022,0.052902,0.6802410450699037,-0.1298841640133473,-0.6494836730667429,-0.31396366503226386
162,0.625261,-1.341693,0.046556,0.6722385008301335,-0.10767625897279151,-0.6645385508320792,-0.3080417759221616
163,0.423526,-1.164283,0.049532,0.6724846398936161,-0.11242092598221555,-0.6536141728966014,-0.32850335994803237
164,0.300123,-0.921358,0.056389,0.6551075542647091,-0.1514087350611797,-0.6537004592641406,-0.34725379314031474
165,0.140699,-0.678017,0.047015,0.6421696356970041,-0.23236718289036185,-0.6208587787070593,-0.38491301381838594
166,0.05535,-0.454526,0.046572,0.6256265219257013,-0.29905677396448443,-0.5777189939313908,-0.43057782694886515
167,0.048449,-0.31034,0.060976,0.5931793873145097,-0.3342597081772279,-0.5206526832760553,-0.515101393273112
168,0.012179,-0.213209,0.060369,0.551508947956401,-0.3895341259692057,-0.4189176059668828,-0.6071318509520037
169,-0.002167,-0.188095,0.075022,0.48238135901869295,-0.4204712930162938,-0.37273644301444403,-0.6719967710260407
170,-0.026281,-0.196226,0.093947,0.4587587358492923,-0.3547543798834589,-0.3880910028725075,-0.7162926257646893
171,-0.047828,-0.18242,0.084693,0.5029375077807343,-0.3426360278506209,-0.4582106788002338,-0.6478405587175609
172,-0.032576,-0.158893,0.063621,0.5317203809877462,-0.41414609899045574,-0.48199850798889204,-0.5598516619870979
173,-0.048585,-0.138458,0.071746,0.556605704085,-0.3419135590522141,-0.4623992030706136,-0.5995599930915596
174,-0.087897,-0.086769,0.078696,0.5599455092451149,-0.33621532314717756,-0.44037111419277153,-0.616030490269666
175,-0.114106,-0.07556,0.095372,0.555874132993668,-0.3236982199963127,-0.43279585599507,-0.6315941399928054
176,-0.143105,-0.053918,0.105855,0.5636006669604667,-0.3068292419784777,-0.41622638897080416,-0.6441783119548147
177,-0.140609,-0.039889,0.113378,0.5411880160560637,-0.33701597903491276,-0.4059003510420487,-0.6548134590678345
178,-0.071594,-0.064382,0.120697,0.46251692879266165,-0.4079120038171401,-0.40823153781699684,-0.6730771866982711
179,0.007412,-0.102975,0.112647,0.4326852101278351,-0.47213580013949064,-0.43982582012994476,-0.6296225401860194
180,0.002037,-0.119206,0.094013,0.5478930608501784,-0.40667830388879367,-0.5299122248550954,-0.5036059818622887
181,-0.088647,-0.158869,0.064828,0.6627068811125063,-0.20772842503526562,-0.6707622061138739,-0.2602816820441875
182,-0.19003,-0.134298,0.05884,0.6496223771147656,-0.21952343903878208,-0.658274549116294,-0.3106040000548728
183,-0.364023,-0.111787,0.057697,0.6661843478518737,-0.1435198509680883,-0.6948483398455002,-0.22975258794891443
184,-0.447025,0.065169,0.046124,0.6460617929959633,-0.12291357299923202,-0.7265235479954606,-0.19914805399875568
185,-0.52091,0.262082,0.061409,0.6542025260855797,-0.10303411301347845,-0.7246157160947909,-0.19061765502493574
186,-0.653392,0.415678,0.071705,0.6332967512314014,-0.09714691503549668,-0.7328283422677694,-0.22904218508369012
187,-0.698014,0.492184,0.093133,0.6000842501638846,-0.06272390801713006,-0.7681112802097732,-0.2144053760585547
188,-0.699124,0.533871,0.098889,0.590880240748678,-0.02681041398859659,-0.789483592664205,-0.1638822739302951
189,-0.700048,0.523427,0.095965,0.5961331061899066,0.023343272007436328,-0.7927488522525412,-0.12501867303982644
190,-0.688593,0.512889,0.093121,0.5897590859894315,0.03382978999939377,-0.7890720889858598,-0.16853784199697977
191,-0.674665,0.519415,0.085238,0.6111881690212487,-0.01622394500056405,-0.7651302890266009,-0.20189464200701918
192,-0.698471,0.4765,0.072413,0.645503688848771,0.06275609898529746,-0.7556656918229622,-0.09141127897858412
193,-0.697339,0.490242,0.070836,0.6524343994059113,0.021885623013616115,-0.7497847814664778,-0.10804237806721843
194,-0.665591,0.539055,0.078462,0.6226896739902557,-0.09469586999851812,-0.7356155849884886,-0.24931901899609846
195,-0.647367,0.529669,0.092191,0.5872969057958114,-0.06669364997681226,-0.7517254367386438,-0.2924776388983128
196,-0.643154,0.504624,0.10423,0.5514447120866182,0.003838222000602889,-0.7732725981214619,-0.31295924104915807
197,-0.632995,0.493502,0.109236,0.5249084152030926,0.030701362011878685,-0.7870403733045144,-0.3226391681248325
198,-0.630049,0.491227,0.106415,0.533876707101236,0.0330595940062689,-0.7853905281489291,-0.3115195710590717
199,-0.631649,0.486577,0.104272,0.5430900650804187,0.0457163100067695,-0.782361369115849,-0.30145296204463795
200,-0.623726,0.452769,0.103709,0.5304112351047814,0.11780096702327128,-0.8046754421589615,-0.23934136004728127
201,-0.580505,0.540021,0.095183,0.5460762941606634,-0.17332230805099388,-0.7180771392112685,-0.395126917116252
202,-0.586756,0.576243,0.085093,0.5474663891797472,-0.2625085580861883,-0.6627643432176025,-0.4383072381439075
203,-0.587422,0.588633,0.08365,0.5121866278574585,-0.3353910149066607,-0.580998619838308,-0.5363005958507475
204,-0.619162,0.560243,0.090921,0.5125920457489956,-0.2886603788586498,-0.5784937567167252,-0.5650394267233134
205,-0.623633,0.533876,0.0939,0.5162012790179542,-0.2566420910089264,-0.5993304590208456,-0.5554044270193178
206,-0.644022,0.515189,0.093448,0.5350601699040344,-0.21801303596089833,-0.6095401668906761,-0.5428090969026447
207,-0.629164,0.511487,0.094594,0.509431562310701,-0.25509907815558425,-0.5812746833545179,-0.5809678873543308
208,-0.602599,0.498107,0.09783,0.46379739408004783,-0.29686498305123665,-0.5242528310904819,-0.6495553311121082
209,-0.569096,0.519744,0.076944,0.4072564560822739,-0.4653025530940004,-0.41493072408382425,-0.667434047134835
210,-0.464507,0.401958,0.05897,0.2029575641075031,-0.6231858423300908,-0.17183457409101777,-0.7354729853895673
211,-0.402388,0.210606,0.062097,-0.023485879994861174,-0.663714592854776,0.1067311709766467,-0.7399593298380932
212,-0.332584,0.124771,0.051886,-0.1907914060518825,-0.6627481601802232,0.27114167607373235,-0.6714504501825896
213,-0.294613,0.042242,0.045936,-0.2294514969260453,-0.6545162517890423,0.3357042228917989,-0.637387763794563
214,-0.276976,-0.131439,0.037826,-0.20484479297360184,-0.6589366119150833,0.32581287095801276,-0.6462871849167136
215,-0.131202,-0.382081,0.039979,-0.17371546293732595,-0.6625449217609634,0.3103946258880141,-0.6591755007621789
216,0.009082,-0.67205,0.034959,-0.20621598504835492,-0.6627749451554119,0.2784911610653025,-0.6638124831556552
217,0.197906,-1.030061,0.027399,-0.1863117419324993,-0.6911987347495788,0.23310409691554645,-0.6581752987615433
218,0.416162,-1.32529,0.03105,-0.19918224704731216,-0.69262297316452,0.22771358705408926,-0.6547872721555329
219,0.536251,-1.642765,0.043403,-0.2259327849690854,-0.6595825739097486,0.23635306396765957,-0.6767883229073944
220,0.665077,-1.934871,0.035466,-0.24668234203361808,-0.6513394600887651,0.2749073430374646,-0.6628202490903298
221,0.724472,-2.2146,0.053055,-0.3069677518214777,-0.6075863276466479,0.3294750208083882,-0.6542597836195041
222,0.654796,-2.481985,0.060103,-0.31539573115555436,-0.5893288482906591,0.3539474091745682,-0.654169911322639
223,0.604408,-2.741431,0.042039,-0.32287095199313426,-0.6030748009871759,0.3347689589928813,-0.6480624019862192
224,0.507977,-2.932388,0.045192,-0.2664884980793689,-0.6305265611877913,0.313169500093272,-0.6582894501960599
225,0.354091,-3.032675,0.062604,-0.14192334098892223,-0.6704206029476705,0.23898054098134644,-0.6879551449463018
226,0.328151,-3.034595,0.057352,-0.06828873300099468,-0.6895942040100446,0.20276463100295342,-0.6918691980100776
227,0.33339,-3.021071,0.050113,-0.08475335600051337,-0.7012761120042477,0.1948636400011803,-0.6804828030041218
228,0.358546,-3.032165,0.026289,-0.19401169208156974,-0.7359307543094126,0.1704854330716784,-0.6258594932631345
229,0.379249,-3.049903,0.006605,-0.2577030450429266,-0.7513578761251567,0.1487122620247716,-0.589012008098114
230,0.377272,-2.99969,0.072573,-0.08449468801492638,-0.64866721211459,0.2802625260495097,-0.7025271611241046
231,0.377487,-2.952532,0.085878,-0.006241443999331534,-0.6070361009349858,0.2939518339685175,-0.7382821519209293
232,0.396059,-2.939481,0.109321,0.0472901690076356,-0.6047839380976501,0.27751028804480754,-0.7449752131202858
233,0.399383,-2.938546,0.112519,0.05883671699392697,-0.6095452159370838,0.2987198219691667,-0.7319558309244487
234,0.363865,-2.958426,0.117738,0.02109028800685952,-0.5903741271920165,0.3361572101093336,-0.7334929582385653
235,0.318152,-2.967046,0.112281,0.023718728002231636,-0.560160389052704,0.3601193830338827,-0.7456351590701549
236,0.329337,-2.939425,0.089665,0.12284428397621208,-0.5810287018874879,0.23793966595392468,-0.7685698698511719
237,0.44144,-2.88115,0.095348,0.15049475399112464,-0.5554859439672404,0.20288107898803517,-0.7922284789532786
238,0.559594,-2.835514,0.109073,0.11729671299221743,-0.5584717889629458,0.22249481698523763,-0.7904725159475526
239,0.598619,-2.79086,0.106036,0.12679110195711754,-0.5496355018141059,0.19689248293340833,-0.8019090857287835
240,0.611883,-2.761629,0.099097,0.15616589896009955,-0.55585081685798,0.1823825639534012,-0.7958509167966599
241,0.594507,-2.788403,0.107632,0.10157655302615262,-0.5477339531410235,0.23211145205976105,-0.7973669132052956
242,0.538131,-2.806691,0.133519,0.1248274780626357,-0.5517034132768327,0.19252727209660597,-0.8018570284023543
243,0.523786,-2.783646,0.152723,0.14419314395463978,-0.558669471824254,0.15679667495067498,-0.8015681887478432
244,0.537452,-2.765644,0.156673,0.1478175650933529,-0.5672257933582264,0.13771303508697147,-0.7983983885042214
